date,agent_id,agent_name,shift,experience_months,calls_handled,aht_seconds,csat_score,abandon_rate,fcr_rate,calls_in_queue,day_of_week,is_monday,is_night_shift
2024-08-15,15,Daniela Vargas,morning,30,36,187,4.83,0.1033,0.95,23,3,0,0
2024-08-15,16,Fernando Reyes,morning,2,46,293,4.04,0.0627,0.5207,24,3,0,0
2024-08-15,17,Gabriela Méndez,afternoon,21,30,212,4.36,0.0393,0.7518,13,3,0,0
2024-08-15,18,Pablo Jiménez,afternoon,33,34,199,4.7,0.08,0.95,16,3,0,0
2024-08-15,19,Laura Sánchez,afternoon,12,31,244,4.57,0.09,0.7415,22,3,0,0
2024-08-15,20,Ricardo Chávez,afternoon,22,45,206,4.4,0.0179,0.8545,11,3,0,0
2024-08-16,1,Sofia Morales,night,29,20,232,3.96,0.1044,0.8341,21,4,0,1
2024-08-16,2,Carlos Pérez,morning,15,54,238,4.57,0.0999,0.6298,28,4,0,0
2024-08-16,3,Ana López,afternoon,8,25,237,3.74,0.0863,0.6326,28,4,0,0
2024-08-16,4,Miguel Torres,afternoon,21,39,215,4.44,0.1004,0.8732,31,4,0,0
2024-08-16,5,Lucía Ramírez,morning,19,38,223,4.19,0.115,0.8525,23,4,0,0
2024-08-16,6,Diego Hernández,night,23,40,280,3.69,0.1119,0.8488,26,4,0,1
2024-08-16,7,María García,morning,11,44,255,4.15,0.1084,0.6415,26,4,0,0
2024-08-16,8,José Martínez,afternoon,11,30,230,4.22,0.1171,0.6851,26,4,0,0
2024-08-16,9,Isabella Flores,morning,24,29,257,4.47,0.1223,0.95,31,4,0,0
2024-08-16,10,Andrés Castro,morning,24,45,200,4.48,0.124,0.8754,32,4,0,0
2024-08-16,11,Valentina Ruiz,night,3,23,315,3.77,0.0909,0.548,17,4,0,1
2024-08-16,12,Eduardo Vega,afternoon,22,37,240,4.73,0.1079,0.862,25,4,0,0
2024-08-16,13,Camila Ortiz,afternoon,2,42,243,4.47,0.135,0.5918,33,4,0,0
2024-08-16,14,Roberto Díaz,night,24,22,213,3.97,0.0987,0.7817,22,4,0,1
2024-08-16,15,Daniela Vargas,morning,30,45,200,4.27,0.1123,0.8289,26,4,0,0
2024-08-16,16,Fernando Reyes,afternoon,2,36,318,3.73,0.1065,0.4492,26,4,0,0
2024-08-16,17,Gabriela Méndez,morning,21,54,222,4.29,0.1072,0.7053,25,4,0,0
2024-08-16,18,Pablo Jiménez,morning,33,48,121,4.95,0.1497,0.9065,38,4,0,0
2024-08-16,19,Laura Sánchez,morning,12,45,226,4.22,0.1341,0.7091,34,4,0,0
2024-08-16,20,Ricardo Chávez,night,22,35,338,3.85,0.1027,0.8304,24,4,0,1
2024-08-19,1,Sofia Morales,afternoon,29,38,163,4.41,0.1928,0.9449,46,0,1,0
2024-08-19,2,Carlos Pérez,morning,15,53,200,4.17,0.1611,0.635,35,0,1,0
2024-08-19,3,Ana López,morning,8,42,266,3.45,0.186,0.6395,35,0,1,0
2024-08-19,4,Miguel Torres,afternoon,21,31,310,4.46,0.2224,0.7703,46,0,1,0
2024-08-19,5,Lucía Ramírez,morning,19,40,202,4.13,0.1729,0.7549,43,0,1,0
2024-08-19,6,Diego Hernández,morning,23,57,242,3.46,0.1954,0.7963,42,0,1,0
2024-08-19,7,María García,morning,11,46,313,4.4,0.1905,0.6554,41,0,1,0
2024-08-19,8,José Martínez,night,11,42,306,3.35,0.1638,0.7239,36,0,1,1
2024-08-19,9,Isabella Flores,night,24,25,215,3.8,0.2217,0.8616,44,0,1,1
2024-08-19,10,Andrés Castro,night,24,13,332,4.16,0.1708,0.7696,36,0,1,1
2024-08-19,11,Valentina Ruiz,morning,3,45,335,3.85,0.1874,0.733,36,0,1,0
2024-08-19,12,Eduardo Vega,night,22,18,246,3.84,0.2209,0.6832,46,0,1,1
2024-08-19,13,Camila Ortiz,morning,2,36,260,4.22,0.2168,0.5097,44,0,1,0
2024-08-19,14,Roberto Díaz,afternoon,24,32,219,4.33,0.1631,0.8118,34,0,1,0
2024-08-19,15,Daniela Vargas,morning,30,44,204,4.59,0.1865,0.9448,37,0,1,0
2024-08-19,16,Fernando Reyes,morning,2,45,309,3.84,0.2025,0.6296,48,0,1,0
2024-08-19,17,Gabriela Méndez,morning,21,50,264,4.24,0.2151,0.7664,45,0,1,0
2024-08-19,18,Pablo Jiménez,afternoon,33,37,198,5.0,0.2054,0.9192,39,0,1,0
2024-08-19,19,Laura Sánchez,morning,12,45,172,3.38,0.193,0.6957,41,0,1,0
2024-08-19,20,Ricardo Chávez,night,22,26,219,3.61,0.1187,0.8596,23,0,1,1
2024-08-20,1,Sofia Morales,morning,29,45,269,4.56,0.0554,0.8372,10,1,0,0
2024-08-20,2,Carlos Pérez,night,15,22,230,3.75,0.0404,0.8018,8,1,0,1
2024-08-20,3,Ana López,afternoon,8,38,212,4.36,0.0882,0.7331,15,1,0,0
2024-08-20,4,Miguel Torres,afternoon,21,44,273,4.74,0.1069,0.8152,24,1,0,0
2024-08-20,5,Lucía Ramírez,afternoon,19,38,211,4.3,0.0604,0.7118,11,1,0,0
2024-08-20,6,Diego Hernández,morning,23,53,192,4.1,0.0838,0.9274,24,1,0,0
2024-08-20,7,María García,morning,11,36,267,4.4,0.1297,0.7041,19,1,0,0
2024-08-20,8,José Martínez,night,11,44,278,3.76,0.0196,0.5877,3,1,0,1
2024-08-20,9,Isabella Flores,morning,24,46,200,4.36,0.0867,0.7843,12,1,0,0
2024-08-20,10,Andrés Castro,morning,24,35,259,3.96,0.1018,0.7882,22,1,0,0
2024-08-20,11,Valentina Ruiz,morning,3,56,255,3.97,0.0975,0.5364,19,1,0,0
2024-08-20,12,Eduardo Vega,afternoon,22,43,241,4.03,0.0934,0.878,16,1,0,0
2024-08-20,13,Camila Ortiz,night,2,33,286,3.15,0.0006,0.5279,0,1,0,1
2024-08-20,14,Roberto Díaz,night,24,30,281,4.16,0.0439,0.9211,1,1,0,1
2024-08-20,15,Daniela Vargas,afternoon,30,30,220,5.0,0.1255,0.9249,27,1,0,0
2024-08-20,16,Fernando Reyes,afternoon,2,48,322,3.93,0.0948,0.5743,19,1,0,0
2024-08-20,17,Gabriela Méndez,morning,21,42,269,4.04,0.1178,0.8271,25,1,0,0
2024-08-20,18,Pablo Jiménez,morning,33,54,204,5.0,0.0944,0.7978,22,1,0,0
2024-08-20,19,Laura Sánchez,afternoon,12,44,253,4.08,0.1185,0.6693,19,1,0,0
2024-08-20,20,Ricardo Chávez,morning,22,38,248,4.24,0.0639,0.7616,14,1,0,0
2024-08-21,1,Sofia Morales,night,29,35,267,4.41,0.0606,0.7747,6,2,0,1
2024-08-21,2,Carlos Pérez,morning,15,39,293,4.35,0.1035,0.6756,17,2,0,0
2024-08-21,3,Ana López,morning,8,38,259,4.14,0.1275,0.6371,27,2,0,0
2024-08-21,4,Miguel Torres,night,21,38,292,3.8,0.0535,0.7782,14,2,0,1
2024-08-21,5,Lucía Ramírez,night,19,21,331,3.87,0.0487,0.7415,14,2,0,1
2024-08-21,6,Diego Hernández,afternoon,23,41,213,4.94,0.0799,0.8173,22,2,0,0
2024-08-21,7,María García,night,11,19,254,3.74,0.0319,0.7808,8,2,0,1
2024-08-21,8,José Martínez,afternoon,11,45,300,4.31,0.1149,0.7797,27,2,0,0
2024-08-21,9,Isabella Flores,morning,24,48,217,4.78,0.0698,0.836,16,2,0,0
2024-08-21,10,Andrés Castro,morning,24,42,215,4.08,0.0748,0.6908,11,2,0,0
2024-08-21,11,Valentina Ruiz,night,3,21,293,3.53,0.0694,0.589,13,2,0,1
2024-08-21,12,Eduardo Vega,night,22,30,245,3.68,0.0399,0.7226,12,2,0,1
2024-08-21,13,Camila Ortiz,night,2,32,295,3.21,0.0809,0.6212,12,2,0,1
2024-08-21,14,Roberto Díaz,afternoon,24,45,268,4.59,0.0925,0.8571,21,2,0,0
2024-08-21,15,Daniela Vargas,afternoon,30,37,211,4.42,0.0934,0.8896,23,2,0,0
2024-08-21,16,Fernando Reyes,morning,2,44,313,3.95,0.0799,0.5799,18,2,0,0
2024-08-21,17,Gabriela Méndez,afternoon,21,41,154,4.58,0.0744,0.8605,11,2,0,0
2024-08-21,18,Pablo Jiménez,morning,33,29,192,4.7,0.0637,0.95,20,2,0,0
2024-08-21,19,Laura Sánchez,afternoon,12,53,217,4.2,0.0828,0.6376,20,2,0,0
2024-08-21,20,Ricardo Chávez,morning,22,47,281,4.41,0.0573,0.8182,10,2,0,0
2024-08-22,1,Sofia Morales,night,29,28,217,4.32,0.072,0.9158,10,3,0,1
2024-08-22,2,Carlos Pérez,night,15,10,275,3.48,0.0672,0.6712,17,3,0,1
2024-08-22,3,Ana López,morning,8,49,228,4.24,0.1107,0.6312,15,3,0,0
2024-08-22,4,Miguel Torres,morning,21,47,234,3.55,0.0868,0.9464,29,3,0,0
2024-08-22,5,Lucía Ramírez,morning,19,39,253,4.32,0.0754,0.7487,19,3,0,0
2024-08-22,6,Diego Hernández,afternoon,23,47,283,4.45,0.0518,0.6915,9,3,0,0
2024-08-22,7,María García,afternoon,11,45,278,3.95,0.0694,0.7946,16,3,0,0
2024-08-22,8,José Martínez,night,11,36,285,3.5,0.0857,0.5766,23,3,0,1
2024-08-22,9,Isabella Flores,afternoon,24,44,171,3.88,0.076,0.8367,14,3,0,0
2024-08-22,10,Andrés Castro,afternoon,24,29,209,4.97,0.0243,0.7283,5,3,0,0
2024-08-22,11,Valentina Ruiz,afternoon,3,43,331,4.25,0.0942,0.5525,24,3,0,0
2024-08-22,12,Eduardo Vega,morning,22,55,208,4.43,0.0791,0.8996,23,3,0,0
2024-08-22,13,Camila Ortiz,afternoon,2,48,277,3.85,0.0979,0.5477,20,3,0,0
2024-08-22,14,Roberto Díaz,afternoon,24,27,192,4.57,0.0727,0.8774,11,3,0,0
2024-08-22,15,Daniela Vargas,morning,30,37,170,4.92,0.1118,0.7981,28,3,0,0
2024-08-22,16,Fernando Reyes,morning,2,53,264,3.61,0.0845,0.5223,14,3,0,0
2024-08-22,17,Gabriela Méndez,morning,21,21,224,4.02,0.0701,0.8587,15,3,0,0
2024-08-22,18,Pablo Jiménez,afternoon,33,47,205,4.65,0.0943,0.9121,19,3,0,0
2024-08-22,19,Laura Sánchez,afternoon,12,40,237,3.76,0.0982,0.6747,17,3,0,0
2024-08-22,20,Ricardo Chávez,afternoon,22,33,244,4.47,0.0956,0.7753,17,3,0,0
2024-08-23,1,Sofia Morales,afternoon,29,47,220,5.0,0.1341,0.8685,33,4,0,0
2024-08-23,2,Carlos Pérez,night,15,25,284,3.65,0.1491,0.7004,37,4,0,1
2024-08-23,3,Ana López,night,8,24,287,4.27,0.1464,0.7606,31,4,0,1
2024-08-23,4,Miguel Torres,afternoon,21,28,251,4.7,0.0923,0.8315,30,4,0,0
2024-08-23,5,Lucía Ramírez,morning,19,36,241,3.81,0.115,0.8253,39,4,0,0
2024-08-23,6,Diego Hernández,morning,23,46,260,4.04,0.073,0.8867,19,4,0,0
2024-08-23,7,María García,morning,11,59,293,4.25,0.0962,0.7187,33,4,0,0
2024-08-23,8,José Martínez,night,11,32,326,3.69,0.0897,0.7795,22,4,0,1
2024-08-23,9,Isabella Flores,morning,24,50,222,4.63,0.1469,0.8955,37,4,0,0
2024-08-23,10,Andrés Castro,morning,24,45,195,3.93,0.1252,0.768,34,4,0,0
2024-08-23,11,Valentina Ruiz,night,3,19,246,3.67,0.0882,0.471,23,4,0,1
2024-08-23,12,Eduardo Vega,afternoon,22,47,255,4.2,0.0837,0.8756,17,4,0,0
2024-08-23,13,Camila Ortiz,afternoon,2,48,264,4.11,0.0663,0.687,18,4,0,0
2024-08-23,14,Roberto Díaz,morning,24,58,222,4.46,0.0869,0.8548,22,4,0,0
2024-08-23,15,Daniela Vargas,morning,30,50,173,4.41,0.0826,0.8617,23,4,0,0
2024-08-23,16,Fernando Reyes,morning,2,38,317,3.45,0.0815,0.5677,22,4,0,0
2024-08-23,17,Gabriela Méndez,afternoon,21,49,231,3.39,0.1526,0.904,42,4,0,0
2024-08-23,18,Pablo Jiménez,night,33,29,284,4.83,0.1171,0.9317,22,4,0,1
2024-08-23,19,Laura Sánchez,night,12,40,302,3.96,0.0997,0.6492,17,4,0,1
2024-08-23,20,Ricardo Chávez,morning,22,35,278,4.07,0.1493,0.8191,34,4,0,0
2024-08-26,1,Sofia Morales,night,29,28,244,3.68,0.2206,0.8423,47,0,1,1
2024-08-26,2,Carlos Pérez,afternoon,15,43,274,4.15,0.1756,0.6848,35,0,1,0
2024-08-26,3,Ana López,morning,8,29,300,4.29,0.1999,0.8104,38,0,1,0
2024-08-26,4,Miguel Torres,morning,21,43,213,4.62,0.1953,0.7962,38,0,1,0
2024-08-26,5,Lucía Ramírez,afternoon,19,26,208,4.8,0.1668,0.7282,44,0,1,0
2024-08-26,6,Diego Hernández,night,23,27,291,3.84,0.2231,0.8807,46,0,1,1
2024-08-26,7,María García,morning,11,32,208,4.62,0.1926,0.687,45,0,1,0
2024-08-26,8,José Martínez,morning,11,42,181,4.18,0.2047,0.7103,39,0,1,0
2024-08-26,9,Isabella Flores,morning,24,38,237,4.95,0.2062,0.8105,41,0,1,0
2024-08-26,10,Andrés Castro,night,24,35,208,3.72,0.1252,0.9468,25,0,1,1
2024-08-26,11,Valentina Ruiz,morning,3,35,300,3.8,0.2379,0.61,52,0,1,0
2024-08-26,12,Eduardo Vega,afternoon,22,46,210,4.4,0.2082,0.7914,38,0,1,0
2024-08-26,13,Camila Ortiz,afternoon,2,35,302,3.73,0.2158,0.619,38,0,1,0
2024-08-26,14,Roberto Díaz,afternoon,24,36,220,4.28,0.2272,0.8603,49,0,1,0
2024-08-26,15,Daniela Vargas,morning,30,40,235,4.85,0.1623,0.9035,32,0,1,0
2024-08-26,16,Fernando Reyes,afternoon,2,23,318,3.7,0.1926,0.4541,41,0,1,0
2024-08-26,17,Gabriela Méndez,afternoon,21,24,206,4.34,0.1629,0.8583,34,0,1,0
2024-08-26,18,Pablo Jiménez,morning,33,50,176,4.33,0.2174,0.7834,44,0,1,0
2024-08-26,19,Laura Sánchez,morning,12,45,234,4.59,0.169,0.686,32,0,1,0
2024-08-26,20,Ricardo Chávez,afternoon,22,39,218,3.96,0.2067,0.8758,48,0,1,0
2024-08-27,1,Sofia Morales,night,29,28,168,4.05,0.097,0.8856,12,1,0,1
2024-08-27,2,Carlos Pérez,afternoon,15,43,224,4.26,0.0449,0.7032,11,1,0,0
2024-08-27,3,Ana López,afternoon,8,43,308,3.99,0.0814,0.592,18,1,0,0
2024-08-27,4,Miguel Torres,morning,21,47,234,4.53,0.144,0.8845,25,1,0,0
2024-08-27,5,Lucía Ramírez,afternoon,19,35,235,4.28,0.1294,0.8473,26,1,0,0
2024-08-27,6,Diego Hernández,morning,23,53,176,4.47,0.0548,0.9128,13,1,0,0
2024-08-27,7,María García,afternoon,11,49,220,3.21,0.0885,0.6806,24,1,0,0
2024-08-27,8,José Martínez,afternoon,11,32,263,4.4,0.083,0.6437,13,1,0,0
2024-08-27,9,Isabella Flores,morning,24,40,292,4.35,0.0396,0.6991,8,1,0,0
2024-08-27,10,Andrés Castro,afternoon,24,29,215,4.64,0.0655,0.8937,15,1,0,0
2024-08-27,11,Valentina Ruiz,night,3,27,321,3.75,0.0312,0.5225,8,1,0,1
2024-08-27,12,Eduardo Vega,afternoon,22,38,242,4.21,0.0235,0.9184,0,1,0,0
2024-08-27,13,Camila Ortiz,night,2,27,311,3.43,0.056,0.6039,10,1,0,1
2024-08-27,14,Roberto Díaz,afternoon,24,41,259,4.17,0.0606,0.8457,6,1,0,0
2024-08-27,15,Daniela Vargas,afternoon,30,44,193,4.29,0.0606,0.9455,12,1,0,0
2024-08-27,16,Fernando Reyes,afternoon,2,40,264,3.84,0.1071,0.526,23,1,0,0
2024-08-27,17,Gabriela Méndez,afternoon,21,35,194,4.38,0.1017,0.8464,25,1,0,0
2024-08-27,18,Pablo Jiménez,morning,33,39,235,4.98,0.0936,0.8882,15,1,0,0
2024-08-27,19,Laura Sánchez,morning,12,44,228,4.16,0.0971,0.6547,23,1,0,0
2024-08-27,20,Ricardo Chávez,morning,22,41,230,4.37,0.1067,0.8576,25,1,0,0
2024-08-28,1,Sofia Morales,morning,29,45,226,4.79,0.0786,0.9119,19,2,0,0
2024-08-28,2,Carlos Pérez,afternoon,15,42,239,3.91,0.1108,0.6284,21,2,0,0
2024-08-28,3,Ana López,afternoon,8,39,252,3.67,0.1055,0.6245,16,2,0,0
2024-08-28,4,Miguel Torres,morning,21,38,257,4.22,0.0892,0.7492,18,2,0,0
2024-08-28,5,Lucía Ramírez,night,19,34,214,4.05,0.0294,0.8313,2,2,0,1
2024-08-28,6,Diego Hernández,afternoon,23,37,214,4.38,0.1398,0.7449,26,2,0,0
2024-08-28,7,María García,night,11,22,217,3.77,0.1026,0.7855,19,2,0,1
2024-08-28,8,José Martínez,afternoon,11,32,271,3.84,0.1146,0.6193,23,2,0,0
2024-08-28,9,Isabella Flores,afternoon,24,30,204,4.41,0.0761,0.9195,13,2,0,0
2024-08-28,10,Andrés Castro,morning,24,46,287,4.09,0.0464,0.7755,14,2,0,0
2024-08-28,11,Valentina Ruiz,morning,3,34,247,4.33,0.1191,0.5867,24,2,0,0
2024-08-28,12,Eduardo Vega,night,22,44,298,3.94,0.0643,0.809,13,2,0,1
2024-08-28,13,Camila Ortiz,afternoon,2,51,347,3.51,0.1049,0.6488,22,2,0,0
2024-08-28,14,Roberto Díaz,afternoon,24,39,178,4.05,0.1311,0.95,33,2,0,0
2024-08-28,15,Daniela Vargas,morning,30,29,173,4.79,0.0504,0.9387,6,2,0,0
2024-08-28,16,Fernando Reyes,morning,2,43,269,4.01,0.0944,0.4982,11,2,0,0
2024-08-28,17,Gabriela Méndez,morning,21,55,318,4.15,0.0997,0.7644,20,2,0,0
2024-08-28,18,Pablo Jiménez,morning,33,48,209,4.66,0.103,0.95,24,2,0,0
2024-08-28,19,Laura Sánchez,afternoon,12,44,265,3.97,0.0796,0.7269,14,2,0,0
2024-08-28,20,Ricardo Chávez,night,22,45,238,3.93,0.0419,0.8278,4,2,0,1
2024-08-29,1,Sofia Morales,night,29,32,275,4.23,0.0805,0.9218,16,3,0,1
2024-08-29,2,Carlos Pérez,afternoon,15,32,198,4.11,0.1246,0.7314,28,3,0,0
2024-08-29,3,Ana López,morning,8,45,258,4.16,0.0805,0.6217,19,3,0,0
2024-08-29,4,Miguel Torres,night,21,22,275,3.95,0.0316,0.95,4,3,0,1
2024-08-29,5,Lucía Ramírez,night,19,29,281,4.14,0.0661,0.7309,12,3,0,1
2024-08-29,6,Diego Hernández,morning,23,35,251,4.21,0.0989,0.7814,18,3,0,0
2024-08-29,7,María García,afternoon,11,23,247,3.87,0.1158,0.7577,27,3,0,0
2024-08-29,8,José Martínez,afternoon,11,42,256,4.0,0.0802,0.7627,12,3,0,0
2024-08-29,9,Isabella Flores,morning,24,53,206,4.23,0.0635,0.8374,17,3,0,0
2024-08-29,10,Andrés Castro,morning,24,48,233,4.27,0.0903,0.9388,22,3,0,0
2024-08-29,11,Valentina Ruiz,afternoon,3,39,291,3.88,0.0694,0.7804,12,3,0,0
2024-08-29,12,Eduardo Vega,night,22,16,262,4.07,0.0954,0.7103,12,3,0,1
2024-08-29,13,Camila Ortiz,night,2,30,295,2.96,0.0216,0.4968,2,3,0,1
2024-08-29,14,Roberto Díaz,night,24,37,217,3.78,0.0971,0.7218,18,3,0,1
2024-08-29,15,Daniela Vargas,morning,30,44,231,4.97,0.1195,0.852,26,3,0,0
2024-08-29,16,Fernando Reyes,afternoon,2,39,340,3.97,0.0517,0.6558,10,3,0,0
2024-08-29,17,Gabriela Méndez,morning,21,45,232,4.06,0.0508,0.8775,10,3,0,0
2024-08-29,18,Pablo Jiménez,morning,33,39,233,4.68,0.0984,0.95,20,3,0,0
2024-08-29,19,Laura Sánchez,afternoon,12,45,238,4.13,0.0995,0.6678,17,3,0,0
2024-08-29,20,Ricardo Chávez,morning,22,49,189,4.75,0.0803,0.736,19,3,0,0
2024-08-30,1,Sofia Morales,morning,29,42,169,4.54,0.1087,0.8576,31,4,0,0
2024-08-30,2,Carlos Pérez,night,15,31,235,3.98,0.0867,0.6765,21,4,0,1
2024-08-30,3,Ana López,afternoon,8,39,223,4.39,0.1485,0.6663,36,4,0,0
2024-08-30,4,Miguel Torres,night,21,29,254,4.06,0.0883,0.8522,17,4,0,1
2024-08-30,5,Lucía Ramírez,night,19,21,222,4.1,0.0935,0.8139,21,4,0,1
2024-08-30,6,Diego Hernández,morning,23,39,241,4.39,0.125,0.8782,30,4,0,0
2024-08-30,7,María García,morning,11,47,247,4.57,0.1047,0.7086,31,4,0,0
2024-08-30,8,José Martínez,afternoon,11,33,233,4.56,0.1561,0.7148,38,4,0,0
2024-08-30,9,Isabella Flores,morning,24,46,253,4.67,0.101,0.7675,29,4,0,0
2024-08-30,10,Andrés Castro,morning,24,45,202,4.29,0.1447,0.837,35,4,0,0
2024-08-30,11,Valentina Ruiz,morning,3,39,206,3.64,0.1046,0.6163,33,4,0,0
2024-08-30,12,Eduardo Vega,afternoon,22,38,203,4.32,0.1338,0.7702,34,4,0,0
2024-08-30,13,Camila Ortiz,afternoon,2,51,269,3.9,0.0729,0.6463,20,4,0,0
2024-08-30,14,Roberto Díaz,afternoon,24,44,276,4.48,0.112,0.8149,32,4,0,0
2024-08-30,15,Daniela Vargas,night,30,22,161,4.16,0.1136,0.95,29,4,0,1
2024-08-30,16,Fernando Reyes,afternoon,2,41,278,4.06,0.1721,0.5825,37,4,0,0
2024-08-30,17,Gabriela Méndez,night,21,30,270,3.52,0.1116,0.888,25,4,0,1
2024-08-30,18,Pablo Jiménez,afternoon,33,36,224,4.51,0.1521,0.95,34,4,0,0
2024-08-30,19,Laura Sánchez,night,12,18,310,3.47,0.0824,0.5829,13,4,0,1
2024-08-30,20,Ricardo Chávez,night,22,46,255,3.99,0.0589,0.8501,13,4,0,1
2024-09-02,1,Sofia Morales,night,29,26,224,3.95,0.1937,0.8415,37,0,1,1
2024-09-02,2,Carlos Pérez,night,15,45,253,4.14,0.1341,0.7316,29,0,1,1
2024-09-02,3,Ana López,morning,8,59,213,4.34,0.1284,0.5204,26,0,1,0
2024-09-02,4,Miguel Torres,afternoon,21,35,234,4.86,0.207,0.8258,45,0,1,0
2024-09-02,5,Lucía Ramírez,afternoon,19,37,186,4.33,0.1468,0.7616,34,0,1,0
2024-09-02,6,Diego Hernández,morning,23,61,235,3.94,0.2146,0.7917,42,0,1,0
2024-09-02,7,María García,afternoon,11,43,224,3.69,0.1986,0.7342,40,0,1,0
2024-09-02,8,José Martínez,night,11,21,283,3.91,0.1611,0.7056,23,0,1,1
2024-09-02,9,Isabella Flores,morning,24,29,270,4.49,0.1712,0.8351,36,0,1,0
2024-09-02,10,Andrés Castro,morning,24,55,237,4.69,0.2015,0.8582,38,0,1,0
2024-09-02,11,Valentina Ruiz,morning,3,33,260,3.76,0.1449,0.6024,34,0,1,0
2024-09-02,12,Eduardo Vega,afternoon,22,37,324,4.34,0.2057,0.8616,38,0,1,0
2024-09-02,13,Camila Ortiz,afternoon,2,35,302,4.14,0.1956,0.5711,44,0,1,0
2024-09-02,14,Roberto Díaz,night,24,18,188,4.21,0.1286,0.8913,24,0,1,1
2024-09-02,15,Daniela Vargas,afternoon,30,39,197,4.91,0.205,0.95,48,0,1,0
2024-09-02,16,Fernando Reyes,morning,2,52,330,4.5,0.2158,0.5451,41,0,1,0
2024-09-02,17,Gabriela Méndez,morning,21,48,225,4.63,0.1941,0.7015,42,0,1,0
2024-09-02,18,Pablo Jiménez,morning,33,38,206,4.61,0.1949,0.909,44,0,1,0
2024-09-02,19,Laura Sánchez,morning,12,60,279,3.73,0.1844,0.785,40,0,1,0
2024-09-02,20,Ricardo Chávez,morning,22,46,207,4.49,0.2155,0.9162,46,0,1,0
2024-09-03,1,Sofia Morales,morning,29,52,263,4.45,0.0728,0.945,16,1,0,0
2024-09-03,2,Carlos Pérez,morning,15,48,285,4.12,0.1018,0.5932,16,1,0,0
2024-09-03,3,Ana López,morning,8,41,289,4.17,0.0718,0.664,12,1,0,0
2024-09-03,4,Miguel Torres,afternoon,21,44,229,4.63,0.068,0.729,9,1,0,0
2024-09-03,5,Lucía Ramírez,afternoon,19,31,186,4.15,0.0699,0.7892,14,1,0,0
2024-09-03,6,Diego Hernández,afternoon,23,37,261,4.66,0.0473,0.7825,3,1,0,0
2024-09-03,7,María García,morning,11,37,275,3.73,0.051,0.8401,13,1,0,0
2024-09-03,8,José Martínez,afternoon,11,44,271,4.45,0.075,0.646,18,1,0,0
2024-09-03,9,Isabella Flores,night,24,33,268,3.8,0.063,0.8414,14,1,0,1
2024-09-03,10,Andrés Castro,afternoon,24,42,204,4.95,0.0845,0.8207,14,1,0,0
2024-09-03,11,Valentina Ruiz,morning,3,47,250,3.68,0.0971,0.6725,19,1,0,0
2024-09-03,12,Eduardo Vega,morning,22,33,265,4.2,0.0288,0.8535,6,1,0,0
2024-09-03,13,Camila Ortiz,morning,2,48,251,3.98,0.0702,0.4525,16,1,0,0
2024-09-03,14,Roberto Díaz,afternoon,24,46,222,4.62,0.0879,0.8972,17,1,0,0
2024-09-03,15,Daniela Vargas,night,30,41,147,3.93,0.074,0.856,16,1,0,1
2024-09-03,16,Fernando Reyes,morning,2,47,222,3.8,0.0628,0.6298,15,1,0,0
2024-09-03,17,Gabriela Méndez,afternoon,21,37,210,4.47,0.1035,0.7933,21,1,0,0
2024-09-03,18,Pablo Jiménez,night,33,29,245,4.0,0.051,0.95,13,1,0,1
2024-09-03,19,Laura Sánchez,afternoon,12,39,236,4.38,0.0924,0.657,25,1,0,0
2024-09-03,20,Ricardo Chávez,afternoon,22,39,221,5.0,0.0705,0.8705,16,1,0,0
2024-09-04,1,Sofia Morales,afternoon,29,51,203,4.99,0.0633,0.95,15,2,0,0
2024-09-04,2,Carlos Pérez,morning,15,43,277,4.71,0.0736,0.7606,15,2,0,0
2024-09-04,3,Ana López,morning,8,53,235,3.69,0.0498,0.6875,10,2,0,0
2024-09-04,4,Miguel Torres,night,21,32,236,4.04,0.078,0.7471,16,2,0,1
2024-09-04,5,Lucía Ramírez,afternoon,19,28,120,4.24,0.0888,0.7847,19,2,0,0
2024-09-04,6,Diego Hernández,night,23,42,294,4.18,0.0371,0.8442,6,2,0,1
2024-09-04,7,María García,night,11,27,272,3.68,0.0276,0.7003,5,2,0,1
2024-09-04,8,José Martínez,morning,11,35,210,3.87,0.0744,0.5967,13,2,0,0
2024-09-04,9,Isabella Flores,afternoon,24,53,246,4.33,0.124,0.7738,28,2,0,0
2024-09-04,10,Andrés Castro,afternoon,24,45,216,4.16,0.1006,0.9341,24,2,0,0
2024-09-04,11,Valentina Ruiz,morning,3,47,278,3.64,0.0812,0.5004,15,2,0,0
2024-09-04,12,Eduardo Vega,morning,22,47,227,3.75,0.0974,0.8354,15,2,0,0
2024-09-04,13,Camila Ortiz,morning,2,32,261,3.75,0.0859,0.6932,25,2,0,0
2024-09-04,14,Roberto Díaz,afternoon,24,51,179,4.58,0.074,0.8785,17,2,0,0
2024-09-04,15,Daniela Vargas,afternoon,30,34,178,4.23,0.075,0.8651,16,2,0,0
2024-09-04,16,Fernando Reyes,afternoon,2,47,273,4.34,0.0797,0.6803,17,2,0,0
2024-09-04,17,Gabriela Méndez,afternoon,21,39,274,3.97,0.0697,0.8301,11,2,0,0
2024-09-04,18,Pablo Jiménez,morning,33,49,217,4.01,0.1005,0.8252,22,2,0,0
2024-09-04,19,Laura Sánchez,afternoon,12,40,218,4.12,0.0952,0.7033,20,2,0,0
2024-09-04,20,Ricardo Chávez,morning,22,44,210,4.42,0.0553,0.7443,8,2,0,0
